name,full_name,team,position,price,total_points,minutes,goals,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,xG,xA,xGI,xGC,form,points_per_game,selected_by_percent,status,chance_of_playing,news
Broja,Armando Broja,Burnley,FWD,5.2,32,626,1,1,1,22,0,0,0,0,0,0,2,96,96.2,57.6,179.0,33.5,1.94,0.11,2.05,16.47,4.0,2.1,0.2,a,100.0,
Florentino,Florentino Ibrain Morris Luís,Burnley,MID,5.0,50,1313,0,1,2,29,0,0,0,3,0,0,0,229,264.6,145.9,39.0,45.2,0.52,0.31,0.83,29.75,1.8,2.9,0.0,a,,
Pimlott,Oliver Pimlott,Burnley,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,
Brierley,George Brierley,Burnley,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,
Neto,Norberto Murara Neto,Bournemouth,GK,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,Has joined Botafogo permanently.
Petrović,Đorđe Petrović,Bournemouth,GK,4.5,57,1890,0,0,5,40,1,0,0,1,0,59,1,223,435.0,0.0,0.0,43.7,0.0,0.0,0.0,31.36,0.8,2.7,4.5,a,,
Dennis,Will Dennis,Bournemouth,GK,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,i,0.0,Ankle injury - Unknown return date
McKenna,Callan McKenna,Bournemouth,GK,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,a,,
Paulsen,Alex Paulsen,Bournemouth,GK,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,Has joined Lechia Gdansk on loan for the rest of the season.
Zabarnyi,Illia Zabarnyi,Bournemouth,DEF,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,Has joined Paris Saint-Germain permanently.
Senesi,Marcos Senesi Barón,Bournemouth,DEF,4.8,88,1758,0,4,5,39,0,0,0,6,0,0,6,285,684.8,263.8,103.0,105.2,0.56,3.53,4.09,29.41,3.2,4.4,14.1,a,100.0,
Smith,Adam Smith,Bournemouth,DEF,4.4,20,522,0,1,2,12,0,0,0,1,0,0,0,50,56.2,28.3,18.0,10.2,0.0,0.11,0.11,9.73,0.2,2.0,0.2,a,100.0,
Truffert,Adrien Truffert,Bournemouth,DEF,4.5,67,1848,0,1,5,37,0,0,0,3,0,0,7,254,429.6,303.2,81.0,81.3,0.33,1.12,1.45,29.06,2.2,3.2,1.8,a,,
Akinmboni,Matai Akinmboni,Bournemouth,DEF,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,d,25.0,Muscle injury - 25% chance of playing
Bevan,Owen Bevan,Bournemouth,DEF,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,a,,
Hill,James Hill,Bournemouth,DEF,3.9,28,572,0,0,2,10,0,0,0,1,0,0,0,84,136.2,20.7,51.0,20.8,0.15,0.27,0.42,8.06,1.8,2.3,0.6,a,,
J.Araujo,Julián Araujo Zúñiga,Bournemouth,DEF,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,u,0.0,has joined Celtic on loan for the rest of the season.
Mepham,Chris Mepham,Bournemouth,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,has joined West Bromwich Albion permanently.
Soler,Julio Soler Barreto,Bournemouth,DEF,4.0,3,34,0,0,0,2,0,0,0,0,0,0,0,2,1.8,2.5,2.0,0.6,0.0,0.0,0.0,1.62,0.2,1.0,0.2,a,100.0,
Kluivert,Justin Kluivert,Bournemouth,MID,7.0,40,914,2,0,4,18,0,0,0,4,0,0,3,147,146.6,304.1,128.0,57.8,2.24,1.54,3.78,16.78,2.8,2.2,0.7,i,0.0,Knee injury - Expected back 09 May
Tavernier,Marcus Tavernier,Bournemouth,MID,5.5,86,1692,4,3,6,36,0,0,0,3,0,0,8,325,385.8,427.6,308.0,112.3,4.31,2.06,6.37,26.88,2.6,4.1,2.5,a,,
Adams,Tyler Adams,Bournemouth,MID,5.0,50,1196,2,1,4,23,0,0,0,5,0,0,3,245,266.2,74.0,105.0,44.7,0.56,0.32,0.88,17.78,0.0,3.3,0.3,i,0.0,Knee injury - Expected back 21 Feb
Brooks,David Brooks,Bournemouth,MID,5.0,43,932,1,2,4,17,0,0,0,6,0,0,4,169,191.6,297.7,379.0,85.4,4.41,2.79,7.2,13.34,3.8,2.3,0.2,d,75.0,Ankle injury - 75% chance of playing
Christie,Ryan Christie,Bournemouth,MID,4.9,18,287,1,1,0,7,0,0,0,1,0,0,0,68,79.4,58.0,84.0,22.3,1.07,0.16,1.23,6.18,0.2,1.6,0.1,d,75.0,Knee injury - 75% chance of playing
Cook,Lewis Cook,Bournemouth,MID,4.9,22,500,0,1,0,14,0,0,0,1,1,0,0,108,121.4,130.6,10.0,26.4,0.07,0.27,0.34,8.88,3.0,2.0,0.0,a,100.0,
Philip,Philip Billing,Bournemouth,MID,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,Has joined Midtjylland permanently.
Scott,Alex Scott,Bournemouth,MID,5.0,62,1408,1,1,5,28,0,0,0,2,0,0,3,287,251.8,183.8,130.0,56.1,1.24,0.81,2.05,23.73,2.8,3.0,0.2,a,100.0,
Sinisterra,Luis Sinisterra Lucumí,Bournemouth,MID,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,Has joined Cruzeiro on loan for the rest of the season.
Faivre,Romain Faivre,Bournemouth,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,a,100.0,
H.Traorè,Hamed Traorè,Bournemouth,MID,4.5,4,16,0,1,0,2,0,0,0,0,0,0,0,12,21.2,10.0,0.0,3.1,0.0,0.0,0.0,0.4,0.0,4.0,0.3,u,0.0,has joined Marseille on loan for the rest of the season.
Sadi,Dominic Sadi,Bournemouth,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,has joined Novi Pazar on loan for the rest of the season.
Silcott-Duberry,Zain Silcott-Duberry,Bournemouth,MID,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,has joined Olympiakos permanently.
Winterburn,Ben Winterburn,Bournemouth,MID,4.5,1,6,0,0,0,2,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,1.0,0.0,u,0.0,has joined Barnet on loan for the rest of the season.
Evanilson,Francisco Evanilson de Lima Barbosa,Bournemouth,FWD,7.0,62,1406,4,3,5,28,0,0,0,1,0,0,3,220,182.0,206.1,429.0,81.4,5.33,0.76,6.09,19.3,3.6,3.3,1.6,a,100.0,
Enes Ünal,Enes Ünal,Bournemouth,FWD,5.4,13,111,1,0,0,2,0,0,0,1,0,0,1,40,38.0,4.1,51.0,9.0,0.96,0.05,1.01,1.89,0.8,1.4,0.0,i,0.0,Muscle injury - Expected back 31 Jan
Adu-Adjei,Daniel Adu-Adjei,Bournemouth,FWD,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,has joined HNK Rijeka permanently.
Kroupi.Jr,Junior Kroupi,Bournemouth,FWD,4.6,54,568,7,0,2,15,0,0,0,2,0,0,6,250,266.0,86.2,265.0,61.7,3.59,0.21,3.8,10.02,2.8,3.4,4.2,a,,
Gannon-Doak,Ben Gannon-Doak,Bournemouth,MID,4.8,7,53,0,1,0,1,0,0,0,0,0,0,0,22,21.2,14.0,11.0,4.7,0.09,0.09,0.18,2.66,0.0,1.8,0.0,i,0.0,Hamstring injury - Unknown return date
Diakité,Bafodé Diakité,Bournemouth,DEF,4.3,44,1263,0,0,4,26,0,0,0,1,0,0,2,161,262.8,54.3,22.0,34.0,0.02,0.19,0.21,21.79,0.6,2.8,0.3,a,100.0,
Rees-Dottin,Remy Rees-Dottin,Bournemouth,MID,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,a,,
Adli,Amine Adli,Bournemouth,MID,5.4,22,429,1,0,0,10,0,0,0,1,0,0,0,93,113.6,87.2,109.0,30.3,1.0,0.37,1.37,8.24,0.8,1.3,0.0,a,,
A.Jimenez,Álex Jiménez Sánchez,Bournemouth,DEF,4.5,31,1153,0,2,2,27,0,0,0,5,0,0,0,106,169.6,94.0,74.0,33.7,0.45,0.61,1.06,22.48,1.8,1.8,0.1,a,,
Milosavljević,Veljko Milosavljevic,Bournemouth,DEF,4.4,18,366,0,0,1,6,0,0,0,0,0,0,0,60,98.4,13.9,10.0,12.2,0.15,0.19,0.34,4.39,0.2,3.0,0.0,a,100.0,
DaCosta,Malcom DaCosta,Bournemouth,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,
Forster,Fraser Forster,Bournemouth,GK,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,
Nelson,Reiss Nelson,Brentford,MID,4.8,6,50,0,0,0,1,0,0,0,0,0,0,0,19,16.4,4.0,16.0,3.4,0.61,0.07,0.68,1.21,0.6,1.0,0.1,a,100.0,
O.Dango,Dango Ouattara,Brentford,MID,5.8,64,1061,3,4,3,15,0,0,0,3,0,0,6,176,183.6,96.5,309.0,58.4,3.56,0.66,4.22,14.32,0.0,4.3,0.3,a,100.0,
Kelleher,Caoimhín Kelleher,Brentford,GK,4.5,81,1890,0,0,5,28,0,3,0,1,0,61,3,318,524.2,20.0,0.0,54.5,0.0,0.04,0.04,28.72,7.6,3.9,9.8,a,100.0,
Balcombe,Ellery Balcombe,Brentford,GK,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,a,,
Cox,Matthew Cox,Brentford,GK,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,u,0.0,has joined Shrewsbury Town on loan for the rest of the season.
Eyestone,Julian Eyestone,Brentford,GK,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,a,,
Valdimarsson,Hákon Rafn Valdimarsson,Brentford,GK,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,a,,
Collins,Nathan Collins,Brentford,DEF,5.0,89,1816,1,2,5,27,1,0,0,4,0,0,7,298,588.0,100.1,221.0,91.1,1.42,0.86,2.28,27.65,8.8,4.2,3.3,a,,
Lewis-Potter,Keane Lewis-Potter,Brentford,DEF,4.9,65,904,2,1,6,15,0,0,0,1,0,0,3,176,171.6,149.4,145.0,46.6,1.27,0.93,2.2,16.19,7.0,3.4,2.4,a,,
Ajer,Kristoffer Ajer,Brentford,DEF,4.4,46,971,0,2,3,15,0,0,0,1,0,0,1,131,222.0,28.8,114.0,36.6,0.64,0.54,1.18,15.01,4.4,3.1,0.2,a,100.0,
Henry,Rico Henry,Brentford,DEF,4.3,34,712,0,1,3,11,0,0,0,2,0,0,0,86,68.0,33.0,22.0,12.2,0.17,0.23,0.4,15.17,4.0,2.0,0.2,a,,
Kayode,Michael Kayode,Brentford,DEF,4.5,63,1828,0,1,5,27,0,0,0,5,0,0,6,301,362.2,299.2,67.0,73.0,0.19,2.05,2.24,28.01,4.0,3.0,0.7,a,,
Pinnock,Ethan Pinnock,Brentford,DEF,4.2,4,228,0,0,0,5,1,0,0,1,0,0,0,21,62.8,1.1,12.0,7.6,0.0,0.06,0.06,3.18,0.0,1.3,0.1,a,100.0,
Roerslev,Mads Roerslev Rasmussen,Brentford,DEF,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,Has joined Southampton permanently.
Van den Berg,Sepp van den Berg,Brentford,DEF,4.5,52,1530,0,0,3,25,0,0,0,1,0,0,0,190,341.4,31.7,173.0,54.7,1.86,0.2,2.06,22.42,1.4,3.1,0.8,a,100.0,
Arthur,Benjamin Arthur,Brentford,DEF,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,a,100.0,
Fredrick,Benjamin Fredrick,Brentford,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,has joined Dender on loan for the rest of the season.
Hickey,Aaron Hickey,Brentford,DEF,4.0,28,506,0,0,2,6,0,0,0,1,0,0,0,81,57.6,12.6,37.0,10.7,0.35,0.17,0.52,4.92,0.8,2.2,0.5,a,100.0,
Ji-soo,Kim Ji-soo,Brentford,DEF,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,has joined Kaiserslautern on loan for the rest of the season.
Meghoma,Jayden Meghoma,Brentford,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,Has joined Rangers on loan for the rest of the season.
Schade,Kevin Schade,Brentford,MID,7.1,85,1645,6,4,7,18,0,0,1,5,0,0,5,287,419.6,273.3,528.0,122.2,7.7,1.43,9.13,22.32,7.6,4.2,2.7,a,100.0,
Damsgaard,Mikkel Damsgaard,Brentford,MID,5.7,56,1160,1,3,2,19,0,0,0,0,0,0,3,238,274.2,415.5,149.0,83.9,1.08,3.28,4.36,17.6,2.6,3.1,0.5,a,,
Milambo,Antoni Milambo,Brentford,MID,5.2,1,45,0,0,0,3,0,0,0,0,0,0,0,5,4.0,1.8,0.0,0.6,0.0,0.01,0.01,1.49,0.0,1.0,0.0,i,0.0,Knee injury - Expected back 01 Jun
Carvalho,Fábio Freitas Gouveia Carvalho,Brentford,MID,4.7,13,100,1,0,0,4,0,0,0,0,0,0,1,42,39.0,6.5,36.0,8.1,0.7,0.03,0.73,2.08,0.0,2.2,0.1,i,0.0,Knee injury - Expected back 01 Jun
Henderson,Jordan Henderson,Brentford,MID,5.0,58,1349,1,3,4,21,0,0,0,4,0,0,5,254,265.8,270.7,41.0,57.7,0.33,2.02,2.35,18.52,1.0,2.9,0.4,d,75.0,Ankle injury - 75% chance of playing
Janelt,Vitaly Janelt,Brentford,MID,4.9,52,758,0,4,4,7,0,0,0,3,0,0,3,203,218.0,178.9,62.0,45.6,0.47,1.47,1.94,11.63,7.2,3.2,0.3,a,100.0,
Jensen,Mathias Jensen,Brentford,MID,4.9,41,764,2,0,4,9,0,0,0,1,0,0,0,172,151.4,159.0,74.0,38.3,0.88,1.81,2.69,11.91,2.2,2.2,0.1,a,,
Nunes,Gustavo Nunes Fernandes Gomes,Brentford,MID,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,100.0,
Onyeka,Frank Onyeka,Brentford,MID,4.8,12,88,0,2,0,2,0,0,0,0,0,0,0,41,28.4,13.6,4.0,4.6,0.0,0.36,0.36,2.02,0.0,2.0,0.0,n,0.0,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Expected back 25 Jan
Yarmoliuk,Yehor Yarmoliuk,Brentford,MID,5.0,65,1564,1,2,5,24,0,0,0,4,0,0,0,273,270.4,185.5,99.0,55.5,0.92,1.0,1.92,24.1,5.2,3.1,0.1,a,100.0,
Donovan,Romelle Donovan,Brentford,MID,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,a,,
Konak,Yunus Emre Konak,Brentford,MID,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,u,0.0,has joined Oxford United on loan for the rest of the season.
Maghoma,Paris Maghoma,Brentford,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,100.0,
Peart-Harris,Myles Peart-Harris,Brentford,MID,4.4,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,u,0.0,has joined Oxford United permanently.
Trevitt,Ryan Trevitt,Brentford,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,Has joined Wigan on loan for the rest of the season
Thiago,Igor Thiago Nascimento Rodrigues,Brentford,FWD,7.1,120,1752,16,1,5,26,0,0,1,4,0,0,18,500,684.2,187.0,747.0,161.8,12.59,0.76,13.35,27.44,7.6,5.7,35.1,a,100.0,
Morgan,Iwan Morgan,Brentford,FWD,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,u,0.0,has joined Shrewsbury on loan for the rest of the season.
Dasilva,Josh Dasilva,Brentford,MID,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,i,0.0,Knee injury - Expected back 01 Feb
Steele,Jason Steele,Brighton,GK,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,a,,
Verbruggen,Bart Verbruggen,Brighton,GK,4.5,68,1890,0,0,5,28,1,1,0,3,0,61,4,358,549.8,10.0,0.0,55.9,0.0,0.01,0.01,30.63,4.6,3.2,5.9,a,,
McGill,Tom McGill,Brighton,GK,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,a,,
Rushworth,Carl Rushworth,Brighton,GK,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,Has joined Coventry City on loan for the rest of the season.
Scherpen,Kjell Scherpen,Brighton,GK,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,Has joined Union SG permanently
Boscagli,Olivier Boscagli,Brighton,DEF,4.2,9,142,0,0,1,1,0,0,0,1,0,0,2,40,39.0,10.2,2.0,5.2,0.0,0.11,0.11,2.47,1.6,3.0,0.1,a,,
Coppola,Diego Coppola,Brighton,DEF,4.2,10,193,0,0,1,3,0,0,0,2,0,0,0,32,42.4,3.7,2.0,4.8,0.0,0.01,0.01,4.52,1.4,2.0,0.1,a,,
De Cuyper,Maxim De Cuyper,Brighton,DEF,4.3,49,975,2,0,3,16,0,0,0,2,0,0,6,184,192.8,298.9,118.0,61.0,1.34,1.98,3.32,18.74,1.8,2.7,2.1,a,100.0,
Dunk,Lewis Dunk,Brighton,DEF,4.5,48,1755,0,1,4,27,0,0,0,8,0,0,0,242,374.0,65.8,75.0,51.7,0.66,0.26,0.92,28.39,2.2,2.4,0.9,a,100.0,
Estupiñan,Pervis Estupiñán Tenorio,Brighton,DEF,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,Has joined AC Milan permanently
F.Kadıoğlu,Ferdi Kadıoğlu,Brighton,DEF,4.4,56,1602,0,1,5,23,0,0,0,4,0,0,4,263,257.8,253.9,122.0,63.7,0.99,2.04,3.03,26.18,4.4,2.8,0.3,a,,
Lamptey,Tariq Lamptey,Brighton,DEF,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,has joined Fiorentina permanently.
Van Hecke,Jan Paul van Hecke,Brighton,DEF,4.5,78,1800,3,1,4,28,1,0,0,5,0,0,4,297,597.6,92.7,203.0,89.6,1.9,0.62,2.51,29.25,2.4,3.9,4.2,a,100.0,
Veltman,Joël Veltman,Brighton,DEF,4.3,27,583,1,0,1,9,0,0,0,3,0,0,1,101,169.0,64.8,52.0,28.7,0.88,0.08,0.96,10.47,3.4,2.5,0.1,a,100.0,
Webster,Adam Webster,Brighton,DEF,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,i,0.0,Knee injury - Unknown return date
Cashin,Eiran Cashin,Brighton,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,has joined Blackburn Rovers on loan for the rest of the season.
Slater,Jacob Slater,Brighton,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,u,0.0,has joined Harrogate Town on loan until January.
Tasker,Charlie Tasker,Brighton,DEF,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,a,,
Mitoma,Mitoma Kaoru,Brighton,MID,6.1,34,743,2,1,2,9,0,0,0,2,0,0,2,111,154.8,202.2,159.0,51.2,1.3,1.11,2.41,11.29,2.6,3.1,2.0,a,100.0,
Georginio,Georginio Rutter,Brighton,MID,5.6,60,1336,2,4,6,14,1,0,0,2,0,0,2,207,238.4,251.0,326.0,81.5,1.88,2.03,3.91,18.11,2.8,3.2,0.5,a,100.0,
March,Solly March,Brighton,MID,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d,25.0,Knee injury - 25% chance of playing
Minteh,Yankuba Minteh,Brighton,MID,5.8,79,1543,1,8,6,23,0,0,0,0,0,0,6,296,290.2,419.0,414.0,112.6,2.79,2.72,5.51,23.57,1.6,4.2,3.1,a,100.0,
Enciso,Julio Enciso Espínola,Brighton,MID,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,has joined Strasbourg permanently.
Gruda,Brajan Gruda,Brighton,MID,5.4,33,643,1,1,2,10,0,0,0,2,0,0,2,96,119.6,190.7,137.0,44.4,1.83,0.81,2.64,12.51,1.6,1.9,0.1,a,100.0,
Hinshelwood,Jack Hinshelwood,Brighton,MID,5.1,34,590,1,2,1,12,0,0,0,0,0,0,2,129,117.4,53.5,50.0,22.3,0.46,0.32,0.78,14.36,2.2,2.8,0.0,a,100.0,
O'Riley,Matt O'Riley,Brighton,MID,5.5,12,177,1,0,1,2,0,0,0,0,0,0,2,36,60.8,66.6,63.0,19.0,1.21,0.17,1.38,2.12,0.0,6.0,0.3,u,0.0,has joined Marseille on loan for the rest of the season.
Sima,Abdallah Sima,Brighton,MID,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,has joined Lens permanently.
Ayari,Yasin Ayari,Brighton,MID,4.8,66,1519,2,2,5,18,0,0,0,0,0,0,4,291,245.0,191.2,186.0,62.3,2.43,0.92,3.35,22.32,5.8,3.5,0.3,a,100.0,
Baleba,Carlos Baleba,Brighton,MID,4.5,25,894,0,0,4,13,0,0,0,4,0,0,0,97,63.2,68.4,16.0,14.7,0.21,0.22,0.43,12.92,0.0,1.6,1.3,a,100.0,
Gomez,Diego Gómez Amarilla,Brighton,MID,4.9,52,1268,3,0,4,20,0,0,0,5,0,0,5,213,259.0,237.2,293.0,78.9,4.39,1.16,5.55,19.51,3.2,2.7,0.2,a,100.0,
Milner,James Milner,Brighton,MID,4.9,20,297,1,1,0,9,0,0,0,2,0,0,0,83,88.2,90.0,23.0,20.0,0.85,0.52,1.37,6.14,0.8,1.7,0.1,a,100.0,
Sarmiento,Jeremy Sarmiento Morante,Brighton,MID,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,has joined Cremonese on loan for the rest of the season.
Watson,Tom Watson,Brighton,MID,4.8,5,57,0,0,0,2,0,0,0,1,0,0,0,15,6.0,2.4,7.0,1.6,0.04,0.03,0.07,1.72,0.6,0.8,0.0,a,100.0,
Wieffer,Mats Wieffer,Brighton,MID,4.9,58,1179,0,4,3,17,0,0,0,4,0,0,3,250,303.4,229.5,131.0,66.5,1.2,1.47,2.67,16.4,0.4,3.6,0.2,i,0.0,Toe Injury - Unknown return date
Yalcouye,Malick Yalcouyé,Brighton,MID,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,Has joined Swansea City on loan for the rest of the season.
Knight,Joe Knight,Brighton,MID,4.4,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,a,,
Mazilu,Adrian Mazilu,Brighton,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,has joined Dinamo Bucharest permanently.
Moran,Andrew Moran,Brighton,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,Has joined Los Angeles FC on loan for the rest of the season.
