name,full_name,team,position,price,total_points,minutes,goals,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,xG,xA,xGI,xGC,form,points_per_game,selected_by_percent,status,chance_of_playing,news
Potts,Freddie Potts,West Ham,MID,4.4,29,967,0,1,0,23,0,0,0,1,0,0,0,186,159.0,124.8,35.0,31.9,0.21,0.4,0.61,19.37,1.6,1.8,0.8,a,100.0,
Bowen,Jarrod Bowen,West Ham,FWD,7.7,90,1890,6,2,1,43,0,0,0,2,0,0,16,363,399.2,267.2,566.0,123.1,4.5,1.6,6.1,35.93,3.2,4.3,8.6,a,,
Füllkrug,Niclas Füllkrug,West Ham,FWD,5.6,12,407,0,0,1,11,0,0,0,0,0,0,0,28,26.0,85.1,130.0,23.8,0.93,0.21,1.14,8.59,0.0,1.5,0.6,u,0.0,has joined AC Milan on loan for the rest of the season.
Marshall,Callum Marshall,West Ham,FWD,4.3,2,58,0,0,0,2,0,0,0,0,0,0,0,0,1.2,0.1,7.0,0.8,0.13,0.0,0.13,1.55,0.0,1.0,0.6,u,0.0,has joined VfL Bochum 1848 on loan for the rest of the season.
Walker-Peters,Kyle Walker-Peters,West Ham,DEF,4.2,30,952,1,0,1,21,0,0,0,2,0,0,0,117,202.2,87.9,98.0,38.9,1.13,0.26,1.39,20.95,1.8,1.9,0.3,a,,
Wilson,Callum Wilson,West Ham,FWD,5.8,52,803,4,2,1,16,0,0,0,0,0,0,6,189,178.2,60.5,266.0,49.7,3.45,0.15,3.6,14.89,1.8,3.1,0.7,a,,
Hermansen,Mads Hermansen,West Ham,GK,4.2,9,360,0,0,1,11,0,0,0,0,0,9,0,27,84.8,0.0,0.0,8.5,0.0,0.01,0.01,5.44,0.0,2.2,0.2,a,,
M.Fernandes,Mateus Gonçalo Espanha Fernandes,West Ham,MID,5.5,63,1493,2,1,2,28,0,0,0,2,0,0,2,325,337.2,360.6,69.0,76.8,0.98,1.37,2.35,25.11,2.2,3.3,0.2,d,75.0,Knock - 75% chance of playing
S.Magassa,Soungoutou Magassa,West Ham,MID,5.0,33,732,1,0,1,18,0,0,0,2,0,0,2,157,149.6,66.4,37.0,25.3,0.31,0.28,0.59,14.82,2.0,2.4,0.0,a,,
Fabianski,Lukasz Fabianski,West Ham,GK,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d,25.0,Back injury - 25% chance of playing
Mayers,Ezra Mayers,West Ham,DEF,4.0,5,112,0,0,0,3,0,0,0,0,0,0,0,15,21.2,33.8,9.0,6.4,0.12,0.44,0.56,2.8,0.8,1.0,0.0,a,,
Golambeckis,Airidas Golambeckis,West Ham,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,
Mohamadou Kanté,Mohamadou Kanté,West Ham,MID,4.5,3,16,0,0,0,0,0,0,0,0,0,0,0,11,4.4,10.9,4.0,1.7,0.03,0.02,0.05,0.54,0.2,1.0,0.0,a,,
Pablo,Pablo Felipe Pereira de Jesus,West Ham,FWD,5.5,1,27,0,0,0,1,0,0,0,0,0,0,0,3,0.4,12.3,4.0,1.7,0.04,0.02,0.06,0.91,0.5,1.0,0.0,a,,
Taty,Valentín Castellanos,West Ham,FWD,5.5,2,90,0,0,0,2,0,0,0,0,0,0,0,0,5.0,21.9,44.0,7.1,0.4,0.01,0.41,1.38,2.0,2.0,0.0,a,,
Johnstone,Sam Johnstone,Wolves,GK,4.4,21,1080,0,0,0,24,1,0,0,0,0,39,0,117,308.0,0.1,0.0,30.8,0.0,0.02,0.02,18.59,0.0,1.8,0.1,a,,
José Sá,José Malheiro de Sá,Wolves,GK,4.2,19,810,0,0,1,17,0,0,0,1,0,17,1,77,149.2,10.0,0.0,16.1,0.0,0.03,0.03,10.97,2.8,2.1,1.0,a,,
Bentley,Daniel Bentley,Wolves,GK,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,a,100.0,
Agbadou,Emmanuel Agbadou,Wolves,DEF,4.2,20,1010,0,0,0,27,0,0,0,1,1,0,0,75,286.4,65.2,69.0,42.1,0.5,0.35,0.85,16.9,0.0,1.5,0.1,a,100.0,
Doherty,Matt Doherty,Wolves,DEF,4.4,11,599,0,0,1,11,0,0,0,4,0,0,0,53,104.4,50.1,18.0,17.3,0.09,0.19,0.28,9.23,0.8,1.4,0.1,a,100.0,
H.Bueno,Hugo Bueno López,Wolves,DEF,4.3,43,1158,0,2,2,21,0,0,0,1,0,0,4,163,280.0,358.5,106.0,74.7,0.37,1.57,1.94,16.83,3.8,2.4,0.1,a,100.0,
Mosquera,Yerson Mosquera Valdelamar,Wolves,DEF,4.3,18,866,0,0,1,18,2,0,0,6,0,0,0,80,178.6,75.8,88.0,34.2,0.68,0.24,0.92,13.27,3.2,1.5,0.1,a,100.0,
R.Gomes,Rodrigo Martins Gomes,Wolves,DEF,4.4,13,331,1,0,0,9,0,0,0,0,0,0,0,20,60.2,40.4,103.0,20.5,0.95,0.22,1.17,4.3,0.0,2.2,0.1,a,100.0,
S.Bueno,Santiago Ignacio Bueno,Wolves,DEF,4.4,43,1024,2,1,1,21,0,0,0,2,0,0,2,132,285.0,59.8,107.0,45.1,1.55,0.47,2.02,15.15,3.6,3.6,0.1,a,100.0,
Toti,Toti Gomes,Wolves,DEF,4.2,20,949,0,0,0,25,0,0,0,1,1,0,0,74,212.2,77.4,29.0,31.9,0.04,0.21,0.25,17.96,0.0,1.5,0.1,i,0.0,Hamstring injury - Unknown return date
Hoever,Ki-Jana Hoever,Wolves,DEF,3.8,10,423,0,0,0,13,0,0,0,0,0,0,0,38,101.4,87.8,13.0,20.3,0.02,0.36,0.38,9.36,0.8,1.2,1.3,u,0.0,has joined Sheffield United on loan for the rest of the season.
Meupiyou,Bastien Meupiyou Menadjou,Wolves,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,On loan to FC Alverca
Pedro Lima,Pedro Cardoso de Lima,Wolves,DEF,4.0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.4,a,100.0,
Pond,Alfie Pond,Wolves,DEF,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,u,0.0,has joined Crewe Alexandra on loan for the rest of the season.
Hee Chan,Hwang Hee-chan,Wolves,MID,5.6,36,879,2,1,1,16,0,0,0,3,0,0,0,96,117.4,113.8,136.0,36.1,2.07,0.79,2.86,12.98,3.4,2.2,0.1,a,100.0,
André,André Trindade da Costa Neto,Wolves,MID,5.3,47,1423,0,0,0,30,0,0,0,5,0,0,1,238,218.8,190.4,15.0,42.4,0.17,0.64,0.81,25.03,1.4,2.4,0.1,a,100.0,
Bellegarde,Jean-Ricner Bellegarde,Wolves,MID,5.2,25,685,1,0,1,20,0,0,0,1,0,0,0,114,111.2,91.3,93.0,29.4,0.73,0.58,1.31,11.84,0.0,1.8,0.0,i,0.0,Hamstring injury - Expected back 24 Jan
Fer López,Fer López González,Wolves,MID,5.2,12,228,0,1,0,9,0,0,0,1,0,0,0,38,29.0,61.0,37.0,12.4,0.16,0.61,0.77,3.98,0.6,1.3,0.0,a,100.0,
Gomes,João Victor Gomes da Silva,Wolves,MID,5.3,51,1594,0,0,1,32,0,0,0,6,0,0,1,271,242.8,184.6,101.0,53.2,0.72,0.91,1.63,23.75,2.8,2.5,0.1,a,100.0,
Guedes,Gonçalo Manuel Ganchinho Guedes,Wolves,MID,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,Has joined Real Sociedad permanently.
Munetsi,Marshall Munetsi,Wolves,MID,5.3,38,872,1,2,0,19,0,0,0,2,0,0,1,131,163.6,61.8,196.0,42.1,1.64,0.38,2.02,13.36,0.0,2.9,0.0,u,0.0,has joined Paris FC on loan for the rest of the season.
B.Traore,Boubacar Traoré,Wolves,MID,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,Has joined FC Metz on loan for the rest of the season.
Chirewa,Tawanda Chirewa,Wolves,MID,4.3,2,25,0,0,0,0,0,0,0,0,0,0,0,4,3.2,0.3,0.0,0.4,0.0,0.0,0.0,0.5,0.2,1.0,0.2,d,75.0,Illness - 75% chance of playing
Edozie,Tom Edozie,Wolves,MID,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,a,,
Gonzalez,Enso González Medina,Wolves,MID,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,a,,
Hodge,Joe Hodge,Wolves,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u,0.0,Signed by CD Tondela
Strand Larsen,Jørgen Strand Larsen,Wolves,FWD,6.1,36,1309,1,1,3,25,0,0,1,2,0,0,0,86,121.6,101.3,244.0,46.2,2.83,0.44,3.27,20.38,1.2,1.9,0.9,a,100.0,
Fábio Silva,Fábio Soares Silva,Wolves,FWD,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,u,0.0,has joined Borussia Dortmund permanently.
Kalajdžić,Saša Kalajdžić,Wolves,FWD,4.9,1,14,0,0,0,0,0,0,0,0,0,0,0,1,1.0,4.3,2.0,0.7,0.0,0.01,0.01,0.1,0.0,1.0,0.0,u,0.0,has joined LASK on loan for the rest of the season.
Chiwome,Leon Chiwome,Wolves,FWD,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,i,0.0,Knee injury - Unknown return date
Fraser,Nathan Fraser,Wolves,FWD,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,a,,
J.Arias,Jhon Arias,Wolves,MID,4.9,42,1043,1,0,2,18,0,0,0,1,0,0,2,167,168.4,201.9,146.0,51.5,3.38,0.61,3.99,13.91,3.2,2.1,0.2,a,,
Møller Wolfe,David Møller Wolfe,Wolves,DEF,4.3,20,703,0,2,0,18,0,0,0,1,0,0,0,42,113.4,101.8,44.0,26.1,0.13,0.97,1.1,13.31,0.8,1.4,0.1,a,,
Tchatchoua,Jackson Tchatchoua,Wolves,DEF,4.4,30,1101,0,0,1,23,0,0,0,2,0,0,0,74,188.2,211.5,32.0,43.2,0.26,0.96,1.22,14.82,2.0,1.5,0.0,a,,
Krejčí,Ladislav Krejcí,Wolves,DEF,4.5,39,1390,2,1,1,30,1,0,0,2,0,0,0,135,348.8,111.1,194.0,65.5,1.97,1.23,3.2,21.79,3.6,2.4,0.1,a,100.0,
Tolu,Tolu Arokodare,Wolves,FWD,5.4,32,665,1,1,1,17,0,0,0,1,0,0,2,98,82.4,111.2,210.0,39.8,1.5,0.21,1.71,8.66,2.4,1.9,0.1,a,,
Mané,Mateus Mané,Wolves,FWD,4.5,34,446,2,2,1,8,0,0,0,0,0,0,6,126,136.8,80.1,89.0,30.5,0.53,0.38,0.91,6.52,5.2,3.4,0.9,a,,
Olagunju,Saheed Olagunju,Wolves,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,
Rawlings,Luke Rawlings,Wolves,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,
Ojinnaka,Temple Ojinnaka,Wolves,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,
Sutherland,Ethan Sutherland,Wolves,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,,
